Date,Strike price,Close,Expiration
2015-03-17,8500,67.5,44
2015-03-18,8500,77.0,43
2015-03-19,8500,96.8,42
2015-03-20,8500,83.0,41
2015-03-23,8500,91.0,38
2015-03-24,8500,77.5,37
2015-03-25,8500,88.35,36
2015-03-26,8500,155.75,35
2015-03-27,8500,167.9,34
2015-03-30,8500,103.55,31
2015-03-31,8500,117.0,30
2015-04-01,8500,71.9,29
2015-04-06,8500,55.1,24
2015-04-07,8500,43.8,23
2015-04-08,8500,36.0,22
2015-04-09,8500,30.0,21
2015-04-10,8500,27.75,20
2015-04-13,8500,19.9,17
2015-04-15,8500,27.25,15
2015-04-16,8500,35.35,14
2015-04-17,8500,48.95,13
2015-04-20,8500,106.1,10
2015-04-21,8500,129.0,9
2015-04-22,8500,100.05,8
2015-04-23,8500,138.95,7
2015-04-24,8500,177.65,6
2015-04-27,8500,287.6,3
2015-04-28,8500,220.0,2
2015-04-29,8500,264.35,1
2015-04-30,8500,317.8,0
2015-02-13,8600,147.2,76
2015-02-16,8600,146.0,73
2015-02-18,8600,128.0,71
2015-02-19,8600,111.9,70
2015-02-20,8600,136.55,69
2015-02-23,8600,156.45,66
2015-02-24,8600,148.0,65
2015-02-25,8600,141.35,64
2015-02-26,8600,168.0,63
2015-02-27,8600,110.45,62
2015-02-28,8600,79.85,61
2015-03-02,8600,68.1,59
2015-03-03,8600,59.1,58
2015-03-04,8600,73.7,57
