Date,Strike price,Close,Expiration
2017-02-14, 8900,115.15,44
2017-02-15, 8900,91.8,43
2017-02-16, 8900,104.7,42
2017-02-17, 8900,117.0,41
2017-02-20, 8900,142.7,38
2017-02-21, 8900,156.05,37
2017-02-22, 8900,166.35,36
2017-02-23, 8900,166.0,35
2017-02-27, 8900,139.0,31
2017-02-28, 8900,135.25,30
2017-03-01, 8900,165.0,29
2017-03-02, 8900,128.55,28
2017-03-03, 8900,135.0,27
2017-03-06, 8900,163.3,24
2017-03-07, 8900,160.0,23
2017-03-08, 8900,148.1,22
2017-03-09, 8900,154.5,21
2017-03-10, 8900,146.95,20
2017-03-14, 8900,217.55,16
2017-03-15, 8900,224.8,15
2017-03-16, 8900,286.95,14
2017-03-17, 8900,276.05,13
2017-03-20, 8900,263.25,10
2017-03-21, 8900,260.5,9
2017-03-22, 8900,163.05,8
2017-03-23, 8900,214.5,7
2017-03-24, 8900,222.6,6
2017-03-27, 8900,171.8,3
2017-03-28, 8900,210.45,2
2017-03-29, 8900,239.0,1
2017-03-30, 8900,268.0,0
2017-02-14, 8950,100.0,44
2017-02-17, 8950,97.5,41
2017-02-20, 8950,114.55,38
2017-02-21, 8950,130.0,37
2017-02-22, 8950,137.0,36
2017-02-23, 8950,135.1,35
2017-02-27, 8950,113.05,31
2017-02-28, 8950,109.95,30
2017-03-01, 8950,135.6,29
2017-03-02, 8950,102.8,28
2017-03-03, 8950,108.0,27
2017-03-06, 8950,133.0,24
2017-03-07, 8950,130.35,23
2017-03-08, 8950,123.0,22
2017-03-09, 8950,126.0,21
2017-03-10, 8950,118.5,20
2017-03-14, 8950,177.05,16
2017-03-15, 8950,183.0,15
2017-03-16, 8950,239.5,14
2017-03-17, 8950,230.55,13
2017-03-20, 8950,212.2,10
2017-03-21, 8950,210.0,9
2017-03-22, 8950,120.05,8
2017-03-23, 8950,165.05,7
2017-03-24, 8950,171.5,6
2017-03-27, 8950,125.8,3
2017-03-28, 8950,157.7,2
2017-03-29, 8950,192.1,1
2017-03-30, 8950,222.1,0
2017-02-14, 8700,230.2,44
2017-02-15, 8700,192.0,43
2017-02-16, 8700,217.65,42
2017-02-17, 8700,236.75,41
2017-02-20, 8700,273.55,38
2017-02-21, 8700,297.3,37
2017-02-22, 8700,304.4,36
2017-02-23, 8700,306.0,35
2017-02-27, 8700,272.7,31
2017-02-28, 8700,265.05,30
2017-03-01, 8700,311.55,29
2017-03-02, 8700,261.7,28
2017-03-03, 8700,272.9,27
2017-03-06, 8700,309.0,24
2017-03-07, 8700,306.5,23
2017-03-08, 8700,289.25,22
2017-03-09, 8700,295.0,21
2017-03-10, 8700,285.7,20
2017-03-14, 8700,401.15,16
2017-03-15, 8700,410.0,15
